,aice,asnow,MF
56,1.3150369707026763e-06,1.28550161431497e-06,0.00036688642329092447
57,8.397254113408251e-06,1.4053476890242353e-06,0.00021926603336234788
58,5.700451727763974e-06,3.0800893541602007e-06,3.262975976140093e-05
59,1.7995178525455801e-06,1.761169271818336e-06,0.00018346047587621442
60,2.9384006050824405e-06,1.6404637768169937e-06,0.0003090607476227469
61,5.862054910992243e-06,1.089457840840164e-06,0.00018467877794180234
62,2.8642276536461767e-06,1.3430465629067969e-06,0.00021742027476326465
63,4.746707740837421e-06,1.9506815682451744e-06,0.00027406331537513595
64,1.9357405712829673e-06,1.6527712882992886e-06,0.0001392047273289198
65,1.041206916527548e-05,8.667223388305687e-07,0.0004089771501400374
66,1.2433139065758056e-05,1.226463105887319e-06,0.00014781105381740382
67,4.498233076282966e-06,9.185310684008319e-07,0.00024506685276164017
68,3.841012161467139e-06,1.1216837537489961e-06,0.00035084404731789543
69,5.1617538894061e-06,1.6346146685135864e-06,0.00027476828124490556
70,3.9356684929070045e-06,1.864217141295519e-06,0.00011246747949202214
71,6.899784037162679e-06,1.2536572554296283e-06,0.00034203459614800944
72,8.947215020576937e-06,1.3127875211502955e-06,0.0002030692974389791
73,7.2413928134012614e-06,1.4138814472885785e-06,0.0001007161730435109
74,8.348194028168598e-06,9.592792776926726e-08,0.0004398517683451671
75,6.070452168830886e-06,1.6302841628735292e-06,0.0002800581484210531
76,3.97184794730544e-06,9.397399627525977e-07,0.00020623728532571966
77,7.422945805076234e-06,1.2275054087567132e-06,6.862726159132866e-05
78,4.679608387063781e-06,1.994238887526636e-06,0.0002643577633226693
79,6.1249206217588235e-06,7.225096660252069e-07,0.00024972399467506376
80,1.0576096552031803e-05,2.069575167928204e-06,0.00035350726254749197
81,3.9456044422472046e-07,4.6477580675950743e-07,0.000711011072302699
82,4.719076892102521e-06,1.6968097330460244e-06,0.0004708438712103994
83,6.421298341186225e-07,1.3882274589910728e-06,0.00032821563054850845
84,3.0207640484685337e-07,3.4059711105930134e-06,3.233564859093257e-06
85,5.439087664334723e-07,8.233741685010357e-07,0.00014756303902829855
86,4.1148032146994374e-06,9.145353490167418e-07,0.0001854412780775198
87,1.410926821978902e-05,2.5778068749105645e-06,0.00042023654292397167
88,1.139281813422122e-06,5.553581140771057e-07,0.00025009448538154146
89,1.1925172832007368e-05,1.2584634905800691e-06,0.0003591444215196063
90,6.265593549569323e-06,1.6243398111788418e-06,0.00032553962496949696
91,5.685326789569408e-06,2.063403406142296e-06,0.00023358497920773657
92,6.0210200423047575e-06,1.3467433326102612e-06,0.0004870274675246196
93,4.606446458290489e-06,1.9075874825612236e-06,0.0004018099789695563
94,4.45618428518379e-06,9.67346002413293e-07,0.0004539260718687836
95,5.084112727858561e-06,9.702970593141962e-07,0.00039390342201246905
96,8.090798654445717e-06,2.8890791677184706e-06,0.0003008520883358598
97,9.881505631507108e-06,6.71692304614083e-07,0.0004933775403033587
98,2.729041319666981e-06,1.8720446227338006e-06,3.7386287140021217e-06
99,5.663013734156523e-06,1.5701776757632155e-06,0.00015967572357590825
100,3.877914857415168e-06,1.7044284772150013e-06,0.00038570731784854354
101,9.345096309274574e-06,2.10609238092868e-06,0.00024359698939863773
102,1.8049675767959412e-06,1.990672688029725e-06,0.0005263543240389766
103,1.848891905890919e-06,2.1903220820230574e-06,0.0003952617930965422
104,3.644511772515114e-06,8.867524536387226e-07,0.00018727934240022993
105,3.1717426901573433e-06,1.1506470479592366e-07,0.0002918432130625722
106,7.347470893076193e-06,6.83329433824572e-08,0.0003070073299465382
107,1.0876528048700969e-05,9.000123685495097e-07,0.00011288444729545206
108,8.187209350150244e-06,1.6198787291860662e-06,0.0004637340374943849
109,1.9754354925151385e-06,2.3801178764036323e-06,0.0005009064364917238
110,7.841021476216869e-06,9.12965199767014e-07,0.0004826268478249888
111,2.7520623480576377e-06,4.846101010522317e-07,0.0004191162964996185
112,6.823741785268017e-06,3.148020421947974e-07,0.0004371419666818884
113,8.701976985208893e-06,1.5834124741022857e-06,0.0002960755988728548
114,1.000257544617843e-05,7.736087692606886e-07,0.0004861364778033598
115,3.7239614283804513e-06,1.0129350493063494e-06,0.00032271170365563256
116,6.831692770739856e-06,6.252527575655306e-07,0.0005403743791005664
117,1.7559265426905018e-06,1.1406099411869627e-06,0.0003734776390399889
118,2.657195831409784e-06,7.857179558181883e-07,0.0004965840109620303
119,2.2047738690588082e-06,1.8647066760953164e-06,0.0002821498579291184
120,5.235766780187687e-06,1.6476536492902748e-06,0.0002254578897143188
121,2.986341389139007e-06,7.874010365092706e-07,0.00015912145579735
122,4.147397831652487e-06,2.2949139871849334e-06,1.68699760235849e-05
123,3.786529690477488e-06,2.7050163022879776e-06,0.00020965153604946717
124,3.738837297910604e-06,1.3077941153846537e-06,0.0005169350083093643
125,8.820377285377731e-06,1.3393165115189994e-06,0.0002559128837403679
126,3.14361086849539e-06,8.517838402640859e-07,0.0006177412994548468
127,6.1635725323822436e-06,2.8801447232513277e-06,0.0002031035783545613
128,2.3996510800332288e-06,1.879441374852502e-07,0.00047716593807383133
129,2.453603564339498e-07,2.0774265007180398e-06,0.0004681710960184423
130,1.9283314986426112e-06,4.299689279295011e-07,0.0002553026972694581
131,5.363236582393843e-06,4.5238766351929783e-07,0.00017484641316444887
132,7.580488635785937e-06,1.386990118197909e-06,0.00017490733861086154
133,1.3013492354342726e-06,3.389248688516233e-07,6.784129638919795e-05
134,8.980413740901188e-06,1.731827800838532e-06,0.000549924076946948
135,4.024159489357526e-06,5.44997422297312e-07,0.0004634297721069896
136,6.8096327516832565e-06,2.7562087176813094e-06,0.0004162215598020525
137,1.1049707335743727e-06,1.5762789901824404e-06,0.0002805735662400482
138,1.1244419609581683e-06,1.0101588405240094e-06,3.1118431909346947e-06
139,2.482787032603332e-06,1.0541100841835494e-06,0.0002952870047250969
140,2.0556355606615375e-06,1.8897668371326642e-06,0.0006218980877235787
141,4.6834316044832363e-07,1.5854401192135752e-06,0.00011466351841278195
142,3.90270694069725e-06,4.063645440995991e-06,0.0005348452191637445
143,1.6770579777473034e-06,1.5306146270144993e-06,0.000377054844271376
144,6.263387486347566e-06,2.3504039383115663e-06,0.0004800103989999466
145,4.973614116691117e-06,2.154189079736205e-06,0.00021908120621430904
146,1.114357658683676e-05,2.8031611044122e-06,0.00032876126230509627
147,5.1825032548999286e-06,1.651803886703291e-06,0.0005606574727168949
148,3.7616599079819677e-06,2.106168070432759e-06,0.00032980542463286345
149,1.3880984578958302e-06,1.5041803723775487e-06,0.00028227704059848296
150,3.263494816661968e-06,7.718232594761029e-07,0.00015173203537548001
151,5.42758429522271e-06,5.767506272893529e-07,0.0003976720567923966
152,3.75946633496296e-06,1.935629759709915e-06,0.0002521037458501586
153,3.7718062368104727e-06,2.385424160661418e-06,0.00027838383455795
154,1.2371327184512197e-05,2.418642888035973e-06,0.00022390870838759068
155,3.2989529241400556e-06,8.242459526239897e-07,0.00027018112718015517
156,3.7555415705424184e-06,1.8557319606320905e-06,0.0004800562778116798
157,8.723262225984126e-06,2.303314392029686e-06,0.0001157300874835296
158,7.421865682582689e-06,1.5295056100622827e-06,0.00019557246695707642
159,6.203662423048661e-06,3.5140730917922044e-06,0.00011060790917065674
160,8.123601572628635e-06,7.827526815676389e-07,0.00033426407170399064
161,8.589478780376846e-06,2.1265285732028857e-06,0.00022372209470748327
162,2.6797044686965326e-06,2.84987269967123e-06,0.0002650019844674004
163,1.131100843037434e-06,2.251046086187217e-06,0.0004540841022420114
164,5.5536544300476676e-06,1.578803919306044e-06,0.0004091966119395671
165,7.774439943897124e-06,1.0740165691205337e-06,0.0002893218191844439
166,5.598398192383869e-06,2.0591841671544077e-06,0.0004239529440054492
167,8.948500874851451e-06,2.1068136221673364e-06,0.0001944837096759402
168,3.2980907065463902e-06,2.2545475745677867e-06,0.00016563623663547671
169,4.4293126731085835e-06,2.7714799395392295e-06,0.0004876554964083097
170,1.0813507795561265e-06,5.719209076965746e-07,0.00011487628005407412
171,2.7736463292360827e-06,1.0289618762472248e-06,0.00024319924729096073
172,7.888475081324886e-06,1.8882698241190005e-06,0.0005287553379668848
173,3.0675709000071176e-06,9.84440391439404e-07,0.0003340063893706376
174,5.306156308579267e-06,1.9448608829295526e-06,0.0002647927787427093
175,4.653978425117898e-06,1.9143040216924453e-06,0.00047906006680580114
176,4.353924161333847e-06,2.6724865372851227e-06,0.00028456468947186394
177,1.1571728892723066e-05,1.2913967754106647e-06,0.000358361394543652
178,1.0025398934929599e-05,1.5877863113885108e-06,0.00013649586348065483
179,2.6874054774479218e-06,1.3736170557360348e-06,0.0003350754996967205
180,6.510720284996839e-06,1.8150721806673219e-06,0.0002583873088858218
181,4.716427294537027e-06,1.8766944983666822e-06,9.205830372040788e-05
182,3.082388967821301e-06,5.684078373906962e-07,0.00019454302573739923
183,3.1773546886674237e-06,9.637039011897594e-08,0.0004904142840596203
184,2.936389470557646e-06,2.0628750783763433e-06,0.00042050556998231357
185,7.627264057408001e-06,2.597226658123749e-06,0.00048619071122039503
186,8.949382036566392e-06,1.985616814806733e-06,0.00042649821558400907
187,1.3587297772027942e-06,2.2156225034183847e-06,0.0001339008842893292
188,1.5962943132493738e-06,2.6788190886860944e-06,0.0003503622951279534
189,6.165294476554601e-07,2.2474803524120984e-06,0.00037169325421313484
190,4.804788721499727e-06,2.077600167899869e-06,0.00029123436823952993
191,2.78764752577052e-06,1.087386279735539e-06,0.0005518446383082095
192,7.70613709006416e-06,2.100907047172257e-06,0.0002362354756030382
193,3.607551483507662e-06,3.347156486743753e-06,0.00038985290496008185
194,3.404086717924277e-06,2.581611382851064e-06,0.0003104644225096149
195,3.4260559252764582e-06,7.598574888664202e-07,0.0003447420165961124
196,9.230956500484623e-06,1.3682695593760048e-06,0.00030442962883589936
197,3.695766757470301e-06,4.4645089666836665e-07,0.0002263077762683037
198,6.185087665073967e-06,1.3232392273989703e-06,6.636576189699759e-05
199,3.2773139778560104e-06,2.2218021602165625e-06,0.00010437397172834593
200,1.676667233837475e-06,8.469983297870128e-07,0.0002351562284658371
201,3.2625702396997954e-06,2.972206784571036e-06,0.0005396379126411338
202,2.8288454353579134e-08,2.246575829409603e-06,0.00024326830356612692
203,9.117481765893584e-06,1.4268315966479977e-06,0.0002427337369018514
204,1.7697761896216452e-06,7.001279061782731e-07,0.0004091037020825134
205,1.5809316028719072e-06,2.1057446929606518e-06,0.00023522776240876038
206,9.964774647818681e-06,1.613278873585452e-06,0.00017533494665925535
207,4.6433744848777435e-06,1.1821159688484595e-06,0.00044338020506520283
208,3.025140763692167e-06,5.347589301166295e-07,0.00020396845587525273
209,6.437216714414414e-06,7.75541114526818e-07,0.0001020362868696383
210,1.0119602247281736e-05,8.87938489148106e-07,3.387558532720039e-05
211,6.873198465141972e-06,1.2033050978283679e-06,0.00016777532347006443
212,4.957209152635849e-06,1.619375671485136e-06,0.00036454896821218753
213,7.37013943230538e-07,1.8129526328092766e-06,0.00034993199651316625
214,8.010259750150594e-06,1.6757373839093666e-06,0.0003683061219217056
215,3.264858798918622e-06,1.4337603732468424e-06,0.0002936157029115802
216,8.082503180013794e-06,1.148404621198727e-06,0.0002106647612994444
217,1.3918136044183112e-06,1.158675467360487e-06,0.0002548988099177416
218,7.833343164349987e-06,1.7419429178228827e-06,0.0004897895477115547
219,1.8248090512269916e-05,2.12938145636817e-06,0.00020848454173041318
220,5.6760005253864084e-06,3.364435486834589e-06,0.00012382685407892098
221,4.5326754075162396e-08,2.259345193369539e-06,0.0003287829652934504
222,6.338133969139431e-07,1.3746071423406362e-06,0.0004515903736234914
223,4.283621178367495e-06,9.529377939342476e-07,2.534296668211156e-06
224,1.3715329933816531e-05,2.20274594908505e-06,0.0002798113899288386
225,9.972263103727619e-06,1.790652943804671e-06,0.0005010349065680075
226,6.553182389904854e-06,1.7158754553744976e-06,0.00017963886425480875
227,4.650997369762525e-06,2.0848244695266614e-06,3.155106562824299e-05
228,7.533334559882853e-06,1.8698919069112547e-06,0.0003207194398509009
229,9.324054603635165e-06,1.0012966408916167e-06,0.0004050340946290057
230,7.913231771516882e-06,1.7356704443969335e-06,0.00018998727187123833
231,2.944249512506997e-06,1.1326920779652073e-06,0.0003481979811851417
232,7.794556014523824e-06,3.3840966242559775e-07,0.00028737266910885034
233,5.579134573387312e-06,1.8111558874635634e-06,0.0003032293420996394
234,9.254635047230573e-06,6.137893050175887e-07,0.0003501574141341488
235,3.0256621891742487e-06,7.167519900321092e-07,0.0004730320090557017
236,1.2344301458197373e-06,8.975779581096935e-07,0.00014329613393682645
237,9.225082056820759e-06,1.1344753978532365e-07,0.0003372781701286718
238,1.5289854701313383e-06,1.5441396510976224e-06,0.00038922869585154553
239,3.640135833743719e-06,1.6304106345686131e-06,0.000401528581170903
240,5.714402737026723e-06,1.7239269682449064e-06,0.0002454657889724116
241,2.328911185263007e-06,1.7491390899071373e-06,0.0004220618706815771
242,3.16737725508492e-06,2.634492141961979e-07,0.0003166869041213543
243,4.774890213125219e-06,4.115409445087702e-06,4.372437207209631e-05
244,6.671963055320532e-06,2.0349066715083705e-06,0.00022958381469957497
245,1.2501513691785863e-05,9.459429678196318e-07,0.00015756258704962146
246,5.550091663211307e-06,1.7129944680268139e-06,0.00025732431453208486
247,3.428399788719146e-06,1.443958808419662e-06,0.00021651586084439292
248,7.65926386708147e-06,1.7783234756152988e-06,8.718631940140957e-05
249,2.262444648341018e-06,1.631722598408799e-06,0.00032647434517955306
250,5.523655979062609e-07,8.745140165532408e-07,0.00023460122800327183
251,6.4105752147295895e-06,9.053060989977775e-07,0.0005861606311062585
252,8.470985726394769e-06,1.5464244983744272e-06,0.00010137911845878677
253,5.139724147030087e-07,1.3259578140610132e-06,0.00024235793717731008
254,7.016534907042048e-06,2.4440439725439854e-06,0.00019832875490498228
255,5.790312439736549e-06,3.1192610012597547e-06,0.00014980931458270032
256,2.820399637287877e-06,1.6674886882113203e-06,0.00020504739687535932
257,4.251433222161515e-06,1.1521860558488986e-06,0.0002995315200779838
258,3.8309990571743945e-06,1.3663753813309696e-06,0.00010124254411649107
259,1.1333477352700107e-05,3.1132107764384723e-06,0.0002539714661010838
260,9.474534115834288e-06,1.0460745169194165e-06,0.00023176898328775236
261,4.407472370480217e-08,5.129274651033484e-07,0.00033942503314306324
262,1.5193420024619408e-06,2.03158302243845e-06,0.00033694565009351126
263,7.5210976685485575e-06,1.175503965897422e-06,0.00022169321352181963
264,9.309235586419173e-06,5.9059487746708134e-08,2.1901077031042304e-05
265,7.594696220216267e-07,2.0632755107966956e-06,0.0004372133779612827
266,2.9769255842579184e-06,1.189175293605023e-07,0.0003321084656878905
267,5.171769186111625e-06,1.8280622984430573e-06,0.00026316423604078726
268,3.782301658182453e-06,9.415738725952322e-07,0.0003611593778288623
269,2.3859056655601827e-08,1.4931744759846493e-06,0.0004183346455688566
270,5.037930577144325e-06,1.1669393778806057e-06,5.699981672805757e-05
271,4.9460837872841555e-06,1.5499263529961375e-06,0.0003841074439380995
272,1.2258013233224096e-06,3.8140481004499696e-06,0.00012830661876262936
273,5.810071333302897e-06,2.869013622237787e-06,0.00022720350260925664
274,3.0176801513424224e-06,5.802421660354623e-07,0.00029619627291672826
275,1.2351166073234318e-05,1.98187674859034e-06,0.0002426343569999341
276,3.7046869964202437e-06,1.1655359571694172e-06,0.00010999633005348667
277,4.570902878786123e-06,2.5210507675411314e-06,9.670066560751205e-05
278,1.0778616207605979e-06,7.402332622105011e-07,0.0003137162963772835
279,2.706684950639506e-06,1.5818996316870685e-06,0.00024858993062202656
280,9.077216227002338e-06,5.822967878652988e-07,0.00033037660353452136
281,8.499259516075866e-06,5.975839772108932e-08,0.0001333559191204303
282,9.263992566269531e-06,1.6958107565453651e-06,0.0001923527612740268
283,4.7545285348025564e-06,3.233073101948412e-06,0.0004831834501003993
284,9.405356621021514e-06,4.7579823510096634e-07,9.541333758778333e-05
285,7.067354666630898e-06,1.5253087282269459e-06,0.0002934308599047331
286,5.554438305521785e-06,5.982370415513026e-07,0.00042031019330608936
287,9.70359156246736e-06,1.2404824502494335e-06,0.0001244334792181798
288,3.5710867803983866e-06,1.9008047387476357e-06,0.00020899080295073635
289,5.359370606996093e-06,1.1003789892414222e-06,0.00014873772459890835
290,6.222962682527449e-06,3.020904442691621e-06,0.0003111234693734122
291,6.06474805400846e-06,2.77002964230116e-07,0.00037631059297758043
292,8.24049894912394e-06,8.177978385481718e-07,7.053702090647218e-05
293,2.3455111188207204e-06,3.170514521946356e-06,0.00028686434256379017
294,2.1722593662331498e-06,1.5302108884908178e-06,0.00017863312311630397
295,5.991047001497337e-06,2.548840868374909e-06,6.893171821132033e-06
296,3.2559773787949478e-06,1.6394587510167532e-06,0.0003165958381914344
297,6.217618473052716e-06,1.9495008199281828e-06,0.00029405175326371197
298,2.1914806547706107e-06,1.242661593219755e-06,0.0003455516688665248
299,1.6267876315219925e-05,1.6382946426031604e-06,0.000534252242162655
300,7.810699128987434e-06,7.541562280710688e-07,0.0002889123118066027
301,7.798735228578769e-06,1.82436279439762e-06,0.0003286143471222808
302,2.2755977608882735e-06,2.5645255261478697e-06,0.00018846778540730142
303,7.532776281892634e-06,1.1302644671872726e-06,0.00026657075319480236
304,1.5975941059410065e-06,9.015120720740934e-07,0.0004934972220532692
305,5.185763316725971e-06,1.1610487525946919e-06,0.00033616841437256244
306,3.9925494200028905e-06,1.8907667591896869e-06,0.00019811329091156587
307,5.6067034010654045e-06,2.629949579461592e-06,0.00017894920351877076
308,5.905920112330359e-06,2.218062768524025e-06,0.00027599436004607694
309,1.0176408234246887e-05,2.0704094614442777e-06,0.00043085222466108207
310,2.9310653448025106e-06,1.566207648455923e-06,0.0002461886856562297
311,3.144462403630444e-06,8.931907873179787e-07,0.00030474112075804546
312,6.024171135891184e-06,1.6180222769895817e-06,0.0005332869519089616
313,3.1644268794467094e-06,2.7462608690541403e-06,0.00027914657855881677
314,1.4474853307651575e-06,2.2560618349365594e-06,0.0004576685201957418
315,6.695914630855955e-06,1.760687331601241e-06,8.054718872300414e-05
316,2.6639378746865668e-06,1.9821622164226317e-06,0.00043464578537496146
317,1.7017628145828476e-06,1.074564804569274e-07,0.00033351339598237316
318,4.312718114112196e-06,1.2923422266160674e-06,9.867669432066871e-05
319,2.082824038900296e-06,2.692094642909252e-06,0.00011201490522264
320,8.613522469284874e-06,1.8554164930258934e-06,0.00038719011434123086
321,3.491094042601203e-06,8.255079330769479e-07,0.00030124924433305586
322,7.582043087588127e-06,1.0818533576908128e-06,0.00019515155835731163
323,6.248571467586946e-06,2.272245327284343e-06,0.00010101551692169369
324,5.683494175143096e-06,1.3760110815571549e-06,0.0004986236854891927
325,9.081050396186085e-07,5.52440972196313e-07,0.0003938630051603363
326,6.2374861441135055e-06,2.172950074823442e-06,0.0001724934534219516
327,1.9502941489535077e-06,1.4641365868672036e-06,3.1118361013655286e-05
328,8.149671911221243e-06,1.952889617731226e-06,0.00023858249386570472
329,8.369608393649859e-06,1.4999180739683618e-06,0.00029795111013332024
330,4.341011089270752e-06,1.629873119161432e-06,0.00033681374125395615
331,1.3376999649045886e-06,1.5734702610897085e-06,0.0003887879516421486
332,6.654914003021305e-06,1.007960814533896e-06,6.106706033181486e-05
333,6.677340281086529e-07,2.1563053913727125e-07,0.0003875216496709267
334,7.604863604737748e-06,1.5397755917705788e-06,0.00024215687728578302
335,9.383032054719039e-06,6.784363606506742e-07,0.00010411376807031785
336,3.3849475401372406e-06,9.73914001677632e-07,0.0002679473306490083
337,2.83446195716122e-06,1.7790944718189695e-06,7.414094316964828e-05
338,7.5759302300360035e-06,1.6854484500156565e-06,3.412386411163573e-05
339,4.793148738972593e-06,3.3886523291487513e-06,0.0005144252495851869
340,1.4366301179859978e-07,2.0518591610875965e-06,5.88803568339634e-05
341,3.9830530452015446e-06,1.1175441056015155e-06,0.0002921048466978564
342,6.516047542946669e-06,1.0240199256208201e-06,0.00030108087633779065
343,5.1678180544323675e-06,3.1317961422611072e-06,0.00017022513107757537
344,3.0403098067794238e-06,1.0957440064312551e-07,0.00031351802167420447
345,4.051022568960672e-06,1.8433091786010277e-06,0.00043534319989352343
346,3.4379787151328435e-06,4.0680754559884384e-07,0.0003348484410799088
347,4.888683755829609e-06,1.6877423569393704e-07,0.00019364783685687798
348,5.27898793131867e-06,2.2820253930407525e-06,0.00021971843243655113
349,5.803223279824896e-06,3.4290986623694215e-07,0.0003760442291259972
350,2.5353850093141387e-06,1.048410330961287e-06,1.365974602133516e-05
351,5.89268283890119e-06,9.215461824448393e-07,3.150334119309526e-06
352,1.486397140999559e-06,1.8246501023152243e-06,0.000372045085642877
353,5.94531403890847e-06,1.5383436582403817e-06,0.00029659171825803293
354,1.5081463519065414e-06,1.8815757787550563e-06,0.0004682040220854936
355,7.130129445621141e-08,2.667648887935834e-06,0.00011991538778193366
356,2.779128513334251e-06,9.912370586977073e-07,0.00013154993862734345
357,8.141489317124243e-06,1.2246890020024401e-06,0.0002173946068018126
358,1.7359897511604337e-06,1.0782496152075745e-06,0.00045263599309672384
359,1.1086628581232267e-05,1.4785403787204545e-06,3.0703874204277145e-05
360,9.935957362458537e-06,1.0357411282439427e-06,0.0006104552592285152
361,2.813614451313606e-07,2.2194865772857555e-06,0.0002597244720223707
362,1.1807307004687501e-05,1.0802488496693834e-06,0.0002987838025267905
363,5.056642198010816e-06,7.209176827072685e-07,0.0003724459995436784
364,3.0802927381788375e-06,1.9773161032180773e-06,0.00020565054162415198
365,2.671841663867177e-06,1.078404623387535e-06,0.0002953113652903805
366,5.168066747542615e-06,1.851585029801995e-06,0.00026939111068631716
367,1.0909434077577665e-05,4.767305922411609e-07,0.0003819249455526778
368,6.016140915110828e-06,2.1626254772861445e-06,0.00041578877594215314
369,1.136187260820407e-05,2.567338853321671e-06,0.0004102196615331081
370,3.3986019779294825e-06,2.1128843011278726e-06,0.0003039424877890879
371,3.7100555359253653e-06,7.556517254534128e-07,0.0003397474162881223
372,1.3421859676533091e-05,4.749560320500271e-07,0.00022576267674723064
373,8.054868250096582e-06,3.252495167537592e-06,0.00017130636770686764
374,3.3749676525426756e-06,1.368676073120733e-06,0.0002740057366942428
375,3.1938259511708174e-06,2.461239074716994e-06,0.00037443510565522903
376,1.1780876769589569e-07,2.5055510509065348e-06,0.00046343437524463103
377,6.459832558064347e-06,1.6090846841726534e-06,0.0006625462318012767
378,2.1631680768410407e-06,1.316042344777234e-06,0.0003437043252801755
379,3.3798664152157823e-06,1.8493374389250287e-06,0.0004090344157043961
380,6.842330899432121e-06,1.09530141248314e-06,0.0003033403397790234
381,1.932077635867111e-06,1.6012222941961332e-06,0.00022721305399999914
382,6.230097877639221e-06,1.297676385710464e-06,0.0003419182425127896
383,7.6526411974223e-06,1.5317603923287887e-06,0.0002575567248232663
384,6.787123635508967e-06,3.988219527533708e-06,0.00022985523462072666
385,8.876112620912667e-07,2.3887702035732184e-06,0.0005668214894506266
386,9.303183515328625e-07,1.2839367456203533e-06,0.0004156455590373475
387,3.017336307191486e-07,3.5963948266459453e-06,0.00037306565152404864
388,1.128566496445694e-05,2.0660095252104694e-06,0.00041397741184107063
389,4.846872609514635e-06,1.1295688061565146e-06,0.00040434055575094103
390,2.042893121034012e-06,2.641959629756304e-06,0.0002671853371275164
391,2.444178857436996e-06,2.0561842159769482e-06,0.0002786553018314016
392,6.570501495655595e-06,1.3048476920436332e-06,0.00028985209194183
393,7.643307047432008e-06,3.014104746830137e-06,0.00013569657850682516
394,7.253917773933604e-06,1.6745998551429686e-06,0.0002643023765427662
395,7.085413487630114e-06,2.413153077531699e-07,0.0003760991843505906
396,1.0254653459880401e-05,2.7466010692914857e-07,0.0002999231835498342
397,1.6367300425484177e-06,1.531761320662158e-06,6.389276885968392e-05
398,6.248616011573691e-06,2.131914834018612e-06,0.00022424835866843393
